	text	is_hate
6046	This is why we are here to share and grow in our craft of survival .	0
6047	I said `` Well yes , just like every other intelligent and honest person on Earth . ''	0
6048	In pictures : Inside the palace Yanukovych did n't want Ukraine to see - Telegraph	0
6049	I saw the movie and it was so-so .	0
6050	Where do you see dark hair ?	0
6051	I repped yez but must spread it around before ...	0
6052	Great Avitar , I need one myself .	0
6053	In light of who `` brings it up '' I would imagine that , like all their other claims and accusations , this is wildly exaggerated .	0
6054	This thread was about Ukranians being white .	0
6055	I think they 're not White and dont belong in White nations .	0
6056	They will kill there own just as fast as they would kill there enemy .	1
6057	YouTube - Hail Combat 18 YouTube - Shebeen - Fields Of Athenry ( Garvaghy Road ) !	0
6058	Or call us on 085 2455043 between 9am to 10pm , Mon to Sat. Thank you , Michael Quinn .	0
6059	[QUOTE=Trotis;10497843]Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ) Would a `` Mars bar '' taste different made in SA compared to one in England ? / QUOTE ] I would have thought so too , but the stuff tastes different .	0
6060	Many British do n't have the white nation mentality they see a foreigner is a foreigner is a foreigner .	0
6061	Police allege the man , described as  and between 17 and 20 , got out of his car , walked back to where Bautista was sitting and shot him .	0
6062	Damn you all for making me tag along with you .. !	0
6063	A very warm welcome to you from us all at SF Britain .	0
6064	Old Bible scholars beleive the Bible was written by White Germanic people .	0
6065	These kind of stories are designed to create more fear , and more calls from the ignorant sheeple for gun control .	0
6066	Oh my god .	0
6067	In several of your posts , you 've managed to show us that you 're not a white nationalist A white nationalist looks out for each others .	0
6068	Whites are far too comfortable over here ; every night is party night , so to speak .	0
6069	That, or they were beat-ups in school and now they have badges , guns , and huge chips on their shoulders !	0
6070	Hopefully they wo n't settle in US  communities and pick up their bad habits .	1
6071	I would not even entertain myself with his so called work it 's all trash and does n't being with the WN movement .	0
6072	The english policy was one of extermination from day 1 .	0
6073	Once again ..	0
6074	"Maybe stormfront should consider this documentation and letting other gypsy groups join or kicking hungarians out ? """	0
6075	I even support it .	0
6076	Here is the Haiti story for the negro sock puppet , posted for the umteenth time Dr William Pierce The Island Paradise of Haiti - YouTube	0
6077	After a week or two , one of the kids asks `` are you ish ?	0
6078	Typical	0
6079	Naturally as a white nationalist i refused to eat there but my friend didnt understand why .	0
6080	I 've pointed that out to `` believers '' and I 'm invariably accused of being called a `` naziwhowantstokillsixmillions . ''	0
6081	As long as she does n't look like she just came off the set for a rap video or wears sweatpants in public I 'm pretty flexible .	0
6082	Burlington Coat Factory Hiring For New Store in Conroe | Houston 's Hiring | a Chron.com blog lots more to check out .	0
6083	We could have so much more sports medals if our politicians and authorities were not such greedy bastards ...	0
6084	I guess they just really wanted to make sure the lies sunk in .	0
6085	Those are the ones that I respect .	0
6086	Somehow, it is not hard for me to imagine you fighting off an entire police force , you certainly sound mean enough .	0
6087	There is no hierarchy where we feel differently about non White group X than we do group Y. Non White is non White .	0
6088	I believe these apes may be on to something by chopping off penises to cure aids .	1
6089	My 22 pump action long rifle for fun My mosin nagant for hunting My semi automatic 12 gauge for home defense buck shots My ing 1919 for personal side arm My mauser k 98 k scoped for hunting	0
6090	Used it as his service dress revolver .	0
6091	Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics	0
6092	All in all , it was a good day .	0
6093	O and Happy Birthday from Michigan , US to everyone on this page , heh heh .	0
6094	A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..	0
6095	Some day 's .	0
6096	I've lost count of the many SF MODs who wanted me to leave .	0
6097	Neither an attack on his nose ( which I ca n't distinguish from my own BTW ) .	0
6098	Here is one video that I 've made and upload to youtube , hope you like it YouTube - CROATIAN SOLDIERS - Strenth & Honor	0
6099	The child abusing teacher was Wendy Portillo .	0
6100	New Square Meats allegedly sold nearly 2 million uninspected birds to unsuspecting customers . Source	0
6101	Latest reported attack on students by the local Negroes was on a couple out getting a pizza in the late evening hours , 4  jumped them on their walk home .	1
6102	It's not just whites that are worried about it , it 's going to be a real disaster for the country as it slips into poverty .	0
6103	The future is ours , as long as we do not sit by and wait to be overrun by the subhumans .	1
6104	All you have to do is have eyes to see clearly .	0
6105	Very good .	0
6106	I must admit when I first read it and saw the poster was in Sydney , I was suprised the poster did not pick up the PLE thread in the SFDU section , let alone the threads stickied in this forum .	0
6107	Hmmmm. not a fan of the Hydroshok round .	0
6108	The first thing I thought was `` he does lots of meth '' .	0
6109	WWW.ARTJONESINFO.COM	0
6110	I 'm lame , I know , but just thought I could get that all out in one setting , 88 ! 2508	0
6111	Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .	1
6112	In concerns of ' chaos ' , within Greek mythology Chaos was held to be the primal space between heaven and earth , being mother to all substances arising from air .	0
6113	If you want to start doing something productive for your race you can start by posting Mantra .	0
6114	I 'm sure I would have done great in public school if the  gang members stopped kicking my * * * long enough for me to get my homework done ...	1
6115	HIV will do its job. the fags keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of faggot apes have AIDS and it continues to grow .	1
6116	The  and s are detroying sweden and nobody does anything about it ! : madex : madex : madex	1
6117	I have no idea of how many might be here .	0
6118	Nothing like the good old days with the size ten in a cell to have a vicious criminal begging a Garda to stop so he could confess , eh !	0
6119	They were behind his crucifixion and amongst themselves admit to it .	0
6120	Maybe.	0
6121	I just turn up the sound and I can work and listen .	0
6122	It should be moved to the really funny joke section .	0
6123	Fortunately for Golden Dawn they do n't depend that much on the internet , since they are a grass-roots organization through and through .	0
6124	Depending on which part of Scotland you 're going to I might have some bad news for you about the Kaffirs .	1
6125	I would very much like to comment on this topic but I seriously doubt that I can manage to do so in fewer than five pages .	0
6126	I bought a bag of candy .	0
6127	This captivating natural color view of the planet Saturn was created from images collected shortly after Cassini began its extended Equinox Mission in July 2008 .	0
6128	Though they are trying to pass open carry of a handgun .	0
6129	Those visionary and responsible negroes ...	1
6130	Idiots like you fail to last when surrounded by your pets , The name of your alleged savior will be on your lips as you get `` diversified ''	0
6131	I'm waiting on a new computer so i will scan some in next week when photoshop is reisntalled ...	0
6132	Yes, the Americanos even prevailed on the armyless Costa Ricans to round up their European nationals , even European-descended Costa Rican citizens , for a nice Costa Rican concentration camp in San Jose !	0
6133	88	0
6134	If you look at an Alaskan malamute and a timber wolf that are two different species , they look a lot more alike than say a Congolese and a Swede .	1
6135	All new posters are under moderation to start with , but this is lifted fairly quickly .	0
6136	http://ca.reuters.com/article/topNews/idCATRE75S52620110629	0
6137	quote: -------------------------------------------------------------------------------- Originally posted by Draco Nah G , Iz bee outta dat wigga sheot like a million mutha * * * * in years ago , nameen ?	0
6138	Thanks for posting the site info .	0
6139	I could be wrong on that because I 've not actually seen the census form but only heard about it .	0
6140	Why do you feel a need to talk about this publicly ?	0
6141	Lots of whites recover from a case of jungle fever to find that they 've done irreparable damage to their lives .	0
6142	Hungry Horse July 1st , 2011 February 25th , 2012 March 4th , 2012 - C-Falls	0
6143	Without us they would still be living in mud huts with sharpened sticks .	1
6144	More the reason why I want to home school my kids .	0
6145	There are many whites out there who would become part of the movement , but know nothing of it !	0
6146	I shall live by these 10 rules for the rest of my life as if they where the word of god .	0
6147	No, like i said , your rule changes would destroy the sport .	0
6148	Yea I hate it when geysers of blood come shooting up from graves .	0
6149	No, it 's not possible .	0
6150	Ca n't wait until tomorrow !	0
6151	I am new to Stormfront and was wondering who is from Tn .	0
6152	New York reported 419 murders in 2012 , down from 515 the year before .	0
6153	Check out ghost towns .	0
6154	Those men were obviously so brave and fierce that they instill fear in their commie enemies even when they are dead .	0
6155	``Lookhow my family is growing - two new fellas and a baby on the way !	0
6156	These two are FANTASTIC !	0
6157	It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .	1
6158	Give them a taste of their own medicience .	0
6159	Aimee	0
6160	The next time I see her on TV3 bitching about the latest immigrant gripe i 'll * * * * ing die !	0
6161	I'm surprised the Montreal flag gives pride of place to the English St Geroge 's cross .	0
6162	Our enemy has the sheep already , and they 're doing more to destroy us than many of these `` lions '' of ours are saving .	0
6163	If you need a good dog , you ca n't beat a bull terrier , strong , loyal , great with kids , and have a bite pressure of up to 5000 lbs per square inch , compared to a Rottweiller which is 500 lbs per square inch.Sarge2506.	0
6164	88!	0
6165	They all need to be sent back to Afreka along with the Joos that control our politicians .	1
6166	We plan on holding a family camping/fun weekend in the summer once the weather has ( I hope ! ) improved .	0
6167	Looking for klan , skins in my area ca n't seem to find any around ... just want to hangout get to know new people .... if your out there let me know ......	0
6168	PDF file : http://www.mediafire.com/download/7p3p3goadvvqvsf/WNDebateBooklet_2-14-14.pdfMSWordfile:http://www.mediafire.com/download/psezkkk4d6a3wt1/WNDebateBooklet _ 2-14-14.docx Watch the 10 hour video version of `` The Zionist Attack on Western Civilization '' @ http://trutube.tv/video/14247/The-Zionist-Attack-on-Western-Civilization-Pages-1-33-Part-1-of-4-Banned-from-YouTubeNotepadPromotionalYouTubeComment:http://www.mediafire.com/download/96fg6ft02lyfruz/Booklet _ White _ YT _ Comment _ ( Hyperlinked ) .txt http://www.mediafire.com/download/zcn3wozjbwnezms/Booklet-White-YT-Comment- ( Hyperlinked-Back-Up % 5D.txt http://www.mediafire.com/download/9uyudq1yuxu1dur/Booklet+Comment+%28Firefox%29.txt2minutepromotionalBOOKLETvideo@http://www.youtube.com/watch ? v = _ 8hg254ALpM Are you interested in helping spread the booklet download link across the world ?	0
6169	If it helps you feel better , I got accepted into the following schools : - UCLA - UCI - UCSB - USD - Pepperdine - Oregon State - USC F * ck Ivy League .	0
6170	The moderation is so slow that this board is borderline trash .	0
6171	I mean  whine that NASCAR is racist .	0
6172	Do you see this symbol any ware ?	0
6173	I can sincerely tell you that I am certain he was a beautiful man and I love names of honour and those which hold origo within our folklore . ... for him .	0
6174	Lodgers ? )	0
6175	You Tube You Tube You Tube You Tube You Tube Im sorry Im joking this is so funny	0
6176	The best darned pecan pie I have ever had !	0
6177	This gay kill a young bulgarian man to protect some criminal  gypsy from beating This is the true face of so-called `` anti-racist '' !	1
6178	I returned home ...	0
6179	I live in Wisconsin .	0
6180	Hello.	0
6181	I finish drinking and then I drive .	0
6182	1. morbidly melancholy , 2. irritable ; bad-tempered ; splenetic .	0
6183	The lengths the fed. gov. will go to in order to put a notch on the preverbial ( sp ? ) belt ....	0
6184	We are working on it .	0
6185	Maybe I will try later .	0
6186	I didnt know that bar was owned by a negro i will make sure i will never set foot in their again i was in their once !!!	1
6187	Hair freshly cut ...	0
6188	Glory To all our Valiant British Brothers & Sisters !	0
6189	We 're also looking for people to sign our petition and give their opinions on the topic .	0
6190	I use AIM , Name : Hatey82K2 I am usually on each day , All the time on the weekends Soundtrack For This Song Provided By : Band Name : Song : Bully Boys Rage On This	0
6191	Thats got to be a exaggeration right ?	0
6192	Both of them died at the scene , authorities said . `` http://www.suntimes.com/news/24-7/15 ... 041809.article By their names obvisously white .	0
6193	I give them my left over candy from last year and my left over candy from Easter .	0
6194	They are lighter skin Negros now ...	0
6195	Thanks both of you for that .	0
6196	January 29th , 2012 - Whitefish Amtrak Station in winter .	0
6197	Dave you live in frigin Brampton ?!	0
6198	Peter the Great .	0
6199	Good point , straight people do get aids .	0
6200	Thank you Mr. Shockly , father of the computer chip .	0
6201	I'm often asked what my main squeeze looks like , here she is , Sweet Polly Purebred , in a scene where I save her from the evil  scientist Simon Bar Sinister	0
6202	Also charged are Sherrod Nicholas Harrison , 19 , Michael Graham Currie , 18 , and Van Roger Smith , 16 , all of Cameron in Harnett County .	0
6203	I am in edmonton .	0
6204	Rock music video for 12 Stones band , with truck footage .	0
6205	Still like to watch the old Big Match Revisited programmes from 30 years ago showing on ITV4 .	0
6206	It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .	1
6207	Hi, just joined the forums and looking forward to joining in the discussions with fellow white nationalists and having some interesting debates , good to be here amongst friends Thewhitewolf88	0
6208	Fyromia - Encyclopedia Dramatica Greece - Encyclopedia Dramatica Bulgaria - Encyclopedia Dramatica	0
6209	Hello Direland2006 and welcome to SF .	0
6210	Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !	1
6211	That is right he is an anti-white bigot who wants to live around no  but wants to force other people to live around  .	0
6212	UC student robbed at gunpoint : ' It can happen to anybody'	0
6213	A man was electrocuted a couple weeks ago on the courtney campbell causeway trail .	0
6214	Youre all a lovely bunch of people and I thank you for your concern I am at the moment insisting on being driven .	0
6215	I think it good strategy that we start these in small areas then grow outwards. perhaps 2 close communities can merge if they get big enough .	0
6216	Yes my sister I fear this too for my babies sake I am scares to death I am looking for a support group as well for my family and i	0
6217	Could definitely do without the chest compressions .	0
6218	They have caused their own hate from the nations by their hate for everyone else .	1
6219	None dare call it White genocide Forward this around to friends and family , spread the word : None dare call it White genocide	0
6220	YouTube - Honesty - Trevor ( Made in Britain ) YouTube - THE DEAD NAZI MARCH YouTube - Ich hatt ' einen http://www.youtube.com/watch ? v = 8U9Sh91htIA Kameraden YouTube - Cross of iron movie intro	0
6221	Got rid of a semi custom 1911 because every time it rained or work or i sweated i had to clean it or in a few days rust would show up .	0
6222	Nordic is a sub race that an Anglo Saxon or Celtic person could and more than likely does belong to .	0
6223	Hey there , i 'm a skin chic in KC ... i just found out about this site my friend skin14 _ 88 showed this to me ... just saying hello ....	0
6224	I only just got done reading about it presumably after it was already wrapped up , and the cake cut .	0
6225	Your medical factors come in to play .	0
6226	I was about to get on ya about using the word clip , until I realized you are talking about video clip .	0
6227	Yeah, it surprised me .	0
6228	This is the last straw , how much more will damage Europe and Western civilization these Zionists ?	1
6229	Day Of Honour was good this year we come back next year greetz from Flanders ( belgium ) Heil Hongary Heil Flanders Heil Blood an honour world wide	0
6230	I was reading a news Paper Today and there was a Picture On the Front Page Russian Youth causing the Destruction while Kyrgiz are staring at them	0
6231	Any expressing of their ity outside their home however must be stopped .	1
6232	I think there might be one or two groups if they are still active I have no idea Maybe check the Daily Stormer Book Clubs ?	0
6233	Yes, there some real GOOD places to live .	0
6234	I have an image in my mind of the soaring vault rising and disappearing into the gray-white silence , the niches in the salt walls where the saints dwelled , the few points of lambent gold glimmering feebly on the altar .	0
6235	Polite people are rarely seen as huge threats to small town life .	0
6236	I punched out a violent negro who charged me outside a bar .	0
6237	16	0
6238	All the time the white wife is drooling over him and flirting with him .	0
6239	This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .	1
6240	Every beautiful place on Earth has to be ruined .	0
6241	Ever since SF came back on line people have adopted a more aggressive line of debate , the threads I have been on seem to have gone that way pretty quickly anyway .	0
6242	As long as they are pro-White and follow board guidelines , I can put up with their `` spin '' ... as long as they 'll put up with mine .	0
6243	Negros are so dumb .	1
6244	I am so * * * * ing tired of the moderation on this place .	0
6245	I 'm surprised they 're not holding the gun back to front .	1
6246	Thanks for posting .	0
6247	The new census has shown some 9.2 million non whites in England and Wales , this was a properly done census in my opinion and has shown that the white population of the UK is barely 50 million	0
6248	Some nice pictures and videos too .	0
6249	They should be proud of their race They can admire us if they want but they should be proud of who they are	0
6250	I like the whole idea of blogs .	0
6251	Oragus-I live in San Bernardino , send me a pm ? evllzrd1-out by ontario mills eh ?	0
6252	Euro-Rus Евро-Русь For a great Europe , from Gibraltar to Vladivostok !	0
6253	Quite the opposite in fact .	0
6254	Nice find on ebay as well	0
6255	I also like Renoir .	0
6256	I have a flyer at home that has the symbols to look for so once I return home I can get that info out 2 you .	0
6257	I am not very well read when it comes to Fascism and was led to believe that they 'd have eschewed any non-European culture or influence .	0
6258	These cops are nothing compared to ours , hell half the time I think they enjoy tackling the perps	0
6259	I have n't been able to finish watching even one of these videos .	0
6260	Nearly everything if not all acts that the liberals carry out damage this nation and our people .	1
6261	I think the only connection ity has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .	1
6262	Irish pupils are getting less teacher time too because they 're so busy helping the immigrant chrildren get up to date .	0
6263	Im also young , probably too young .	0
6264	Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .	1
6265	It 's a nationalist site as well , maybe give them a try !	0
6266	Dr William Pierce .	0
6267	It is good to hear from racialy minded youth like yourself. !	0
6268	Nope prisoner means that you belive in wp and try to dress as much like one but cannot due to parents or your job .	0
6269	dont screw your life up because of some stupid little fight by using a weapon .	0
6270	Here , he explores whether someone could be made into an amnesiac assassin .	0
6271	Did daay getz dat Junglef feeeaaver and rr apes da slabve girls ?	0
6272	This is the night he and I got all engaged and stuff .	0
6273	Reminds me of the time I got water thrown on me from the window of a flat as I walked past .	0
6274	if i end up with kids i would prefer to home school them. i worry about it though as i am not very intelligent , nor do i have experience with kids or educating them. i guess i couldnt do much worse than the public schools though. i do have a kind of plan as far as social skills. i would put my kids in sports and classes like gymnastics and karate .	0
6275	I hear that McDonalds is coming to their aid .	0
6276	They laugh at whites who obey the law , bother to get married , women who are chaste .	1
6277	I have not head much more about it since .	0
6278	How to call someone who agrees for slow doom of him self and his people ??	0
6279	Worse than Benefits St.	0
6280	It should be back up any day , and the link to the store is actually www.14store.com/shop which you can look at but not yet buy at , once it 's back up .	0
6281	Was there actually supposed to be any evidence of Celtic communities in NZ contained on that page ?	0
6282	No dogs ?	0
6283	It is disgusting .	0
6284	It happens with animals too , I bought a chicken to cook on my way home from the graveyard and popped it in the fridge for the next day .	0
6285	I have tall guy privilege ... but I 'm always banging my head on the shower ceiling .	0
6286	Guys ( and gals ) , just wanted to say : there are few things more entertaining than watching you do another arrogant negro poster .	0
6287	sorry sisters and brothers but she lie to you she was not what she said she was fake used me and a other brother the same time so watch her ? say safe goldeboy 88	0
6288	Shame on you .	0
6289	left: Satzvey Castle .	0
6290	Marxist Subversion happened .	1
6291	Ta ra do re do re aye .	0
6292	Beautiful ship !	0
6293	Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.s are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .	1
6294	Stop theorizing , stop dreaming and start practicing .	0
6295	It makes my flesh crawl when I see white girls having to be felt up as they walk down the hallways by big lipped spear chuckers. : attack	1
6296	As he went about his dubious deeds he set off the museum s alarm system .	0
6297	I tried to google but always got links of Children of Bodom metal band .	0
6298	Both me and my wife would be very involved in every aspect of their schooling and the area we are moving to is very very white so will have to find out more from white parents already there that send their children to public school .	0
6299	atrabilious ( ah-truh-BIL-yus ) , adj .	0
6300	Whites have the following Too many abortions , too many mixed marriages , too many no kids marriages , and too many liberals .	1
6301	Don't you know the s see a picture like this and laugh their asses off while patting each other on the back .	0
6302	This is awful .. complain to the teachers about lying to students ( then again , you do n't want your kids kicked out ) .	0
6303	[ COLOR = `` Red '' ] FOREVER WHITE AND PROUD TON	0
6304	I too have dealt with nonsense from universities .	0
6305	Seeking any good single Woman in the Fox Valley area for some conversation and maybe some romance .	0
6306	It's wise to think in terms of `` 3 's '' when stocking up .	0
6307	The Pastor is saying the truth !	0
6308	But that reminds me , Harry Potter was finally released in ebook .	0
6309	What are the odds that flags will be ordered at half staff for this communist Negro terrorist , in the United States ?	0
6310	Everything thinks they are banning all 556/223 and hoarding all of it .	0
6311	These are the type of stories which inspire me and indeed should inspire all of us .	0
6312	Ive never done it but heard its a great way to meet people ... although Anglin is n't my favoriate `` white nationalist '' ...	0
6313	Thanks to all responses , Deathstar 69 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Mod Note : I was going to move this off the board , but I decided to leave it here with a warning instead .	0
6314	I knew something like this could happen on May 5th American Thinker Blog : Students sent home for wearing American flag on Cinco de Mayo Woooh , the comments section is burnin ' over this Five students sent home for wearing American flag T-shirts on Cinco de Mayo .	0
6315	Inside Cologne Catherdral Paris Opera House Peterhoff Palace St. Petersburg , Russia Palace at Versailles	0
6316	Just a second and I 'll pipe you all aboard .... Toot-Toot .	0
6317	- YouTube Welfare Checks Late - YouTube	0
6318	I take the assumption that your Nation is so crap is not worth remembering .	0
6319	Well good luck and I have it bookmarked and will check back every so often .	0
6320	Only a few small edits have occurred since the last bump for this article .	0
6321	May they always Rest in Peace , my prayers go out to them .	0
6322	The Swedish Flag today was presented by a Nigerian Girl at the House of the President of Ireland , during the European Union Expansion Ceremony .	0
6323	Certain individuals like to claim some form of ' moral high-ground ' in our racial fight to preserve the White race. irish republicans hidden ish past .....	0
6324	The cw are a nationalist/white pride group and have been around since 02 .	0
6325	Can you imagine the hell this young girl went through and for how long .	0
6326	Been on blood and honour and think radio 28 is great	0
6327	My good friend and neighbor carries his like that too .	0
6328	i dont see why u couldnt go alone i mean its in a public place , unless hes picking you up or something ...... first post	0
6329	It's a pity that for many people here things are that simple when it 's about Poland .	0
6330	The negro would n't have big buffed muscle body if it was n't for white man 's technology .	0
6331	Is yours a university in Dixie ?	0
6332	So how good did this guy have it .	0
6333	Residents against racism has organised a march or demonstration ( whatever ) to keep these killers in ireland and bring in more .	0
6334	Apparently the French paid the Indians a bounty for every scalp they obtained of an enemy combatant .	0
6335	Looked like she was going to start slapping the White guy .	0
6336	I keep telling people about things like this , and they never believe me .	0
6337	To change so much in such a brief time ...	0
6338	The churches in my city are full of liberal school teachers .	0
6339	Thank you for this information and for this link you provided to Ward Price 's other excellent online book over at the UNS Social Group , here : http://der-fuehrer.org/bucher/englis ... 0dictators.pdf	0
6340	A very diverse bunch	0
6341	Haha, I 'm on my phone now and ca n't type a huge response , but I want to congratulate you on your nomination for worst liberal logic ever .	0
6342	God save her .	0
6343	I go ALL out on Halloween .	0
6344	A few Mestizos but the main heroes were white .	0
6345	Hungarians , Finns , Latvians ... even a few hapless German-speaking Swiss and French Alsatians were interned . The story of Costa Rica 's forgotten World War II internment camp - The Tico Times	0
6346	Hails	0
6347	Who TF cares ?	0
6348	I was only 12 at the time it was scarey as I was all alone .	0
6349	Mostly they were playing loud kurdish music .	0
6350	Just my 2 cents .	0
6351	FL that 's an old photo of last year .	0
6352	I had the luck ( ... ) to meet some africans in the past and I promise you that  are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..	1
6353	I was only six but i remember them all being dark .	0
6354	Many alcoholics can fall into `` zapoy '' and drink up to 5-7 liters of `` palenka '' during the daylight time , only drinking water and some old bread as their `` zakus` '' , but it escapes me , how they show their extreme europeoid genotype by doing all of this .	0
6355	Wait there is going to be anti-white people in Euro 2012 ?	0
6356	I do not blame you , Ottawa like all of our cities is a multicultural hell .	1
6357	The Bible itself though is full of contradictions and you can mis-judge how things are meant .	0
6358	No, I 've been homeschooling for years .	0
6359	I 'm im 8th grade and im 14 .	0
6360	A Racist is someone who loves their Race .	0
6361	Cultures and nations with thousands of years of history and pride will never erase that for some whites-only form of multiculturalism .	0
6362	Its disgusting they these foreigners come over here , stamp their feet and jump above good Irish families and get what they want .	1
6363	At that distance , this narrowband composite image would be about 300 light-years across .	0
6364	I shall contribute to this organization and support the XXV points .	0
6365	Thank God for that .	0
6366	If you have any documented proof I 'd take this to Fox News .	0
6367	A : 4 feet As an exercise , you could get your kids to `` hop '' or step a few times and using a tape measure , figure out their ' average ' stride distance .	0
6368	In fact , this year this `` event '' is going to be this weekend .	0
6369	Please tell me you are n't advocating fraud .	0
6370	https : //www.youtube.com/channel/UCYW ... JscW1szbHzTuNw	0
6371	The next step is to network with fellow whites .	0
6372	If it was the other way around and it was white on  we would never of heard the end of it	0
6373	This thread is actually going against culture and customs but I think that it best fits into this category .	0
6374	I screamed WTF and the GF came running out of the bedroom wondering what happened. we both got a good chuckle out of it .	0
6375	This thread reminds me of a post from the old board .	0
6376	https : //www.stormfront.org/forum/t994857 / It 's a lesson for children .	0
6377	it makes me so happy to see all of these familes. it gives me more hope than ever that our race will live on forever .	0
6378	It could just be vanity and not wanting to be seen wearing a hearing aid as maybe they see it as an `` old persons '' thing .	0
6379	God Bless	0
6380	And the sad thing is the white students at those schools will act like that too .	1
6381	Though I might go to trade school to learn some basic carpentry skills .	0
6382	hi i would love to chat with u ... pm me when u are online ok ?? i am a strong aryan woman	0
6383	Three and a half hour after I 've told them the same , and they still keep talking on and on about nothing .	0
6384	Kountze is ~ 70 % White , 23 %  , & 5 % Hispanic , so I looked in the area. in a good way. source : City Data	0
6385	I have no clue what it does but its there lol .	0
6386	Im proud of my heritage .	0
6387	The day I chose to have a child I hope there will be many other schools like this across North America .	0
6388	I 'll PM our address and his name , so they can get started .	0
6389	The seeds and farming equipment was never used .	0
6390	At least they had someone who would have lifted a weapon towards Terrorist or Commies that would have hurt them ... hehe	0
6391	We are fighting a war so lets show em Let the slaughter begin ...... : attack	0
6392	Hey i live over in smithfield. i lived in newport news off jefferson and mercury .	0
6393	We look forward to seeing you all in the PLE very soon .	0
6394	The sister of Daniel Wretström spoke at a march to remember his murder , followed directly by a speech by Blood and Honor .	0
6395	Period .	0
6396	or say sentences with a swear word in between each word except to music , or go to jail ur whole life	0
6397	She is off this week from school for thanksgiving and my other kids had school still for 2 days so she went with me to school.On way back was explaining to her my side and her mothers side of our heritage and explaining to her where the different countries were and told her we can get a map of Europe and she can color in the countries we are from .	0
6398	It is the Asians in White countries that bug me .	1
6399	I opened this new thread because i think it 's important to talk about any problems , which do you you ( or someone else ) have .. in connection with non-whites ..	0
6400	A Spiritual Transfiguration that will change Everything !	0
6401	Get the hell out of there as soon as possible .	0
6402	Those of you that go on Craig 's List may have seen them around recently .	0
6403	You 're nothing but a clown--just like Tricycle Sam .	0
6404	Most comments are quite favorable to fiercely favorable .	0
6405	Look forward to seeing you all again	0
6406	I've told my friends and all of them agree with me ( some only partially ) .	0
6407	(shrug) College campuses are the place where multiculti propaganda is laid on the thickest .	0
6408	We have to encourage people to boycott all  businesses , start rumours that  working in shops have AIDs which is probably true .	1
6409	I was wondering if the anti 's have forums like Stormfront , and if so , what are they - feel free to PM me with the details .	0
6410	The Bible is the only true source for end times information and anything else is just human speculation	0
6411	Chicago passed New York as America 's murder capital in 2012 despite the Windy City only having a third of the Big Apple 's population .	0
6412	j A friend of mine had a new car and brought it to jiffy lube and they forgot to put oil in it .	0
6413	You will get my unreserved and total support !	0
6414	The Irish brought Christianity and learning to Pagan Britain. ( posted in reply to BRs deleted post ) .	0
6415	Hello !	0
6416	Hi All Are there any women in Texas who are proud of their race ?	0
6417	My daughter just got Journey to Center of the Earth today from our stockpile of books .	0
6418	Anti-White S.O.B. ` s ?	0
6419	GLORY To our British Activist & Nationalist ! Good To to See the Poles Help Out !!	0
6420	For example , on the second day of the week , the Brits celebrated the God `` Tyr '' ( Tyrsday ) ; on the third day of the week , they celebrated the God Odin , known in Saxon as `` Wodin '' ( Wodinsday ) ; on the fourth day of the week , they celebrated Thor ( Thorsday ) and on the fifth day of the week celebrated Frigg ( Friggsday ) .	0
6421	I go through this thread once a week to check the links .	0
6422	I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .	1
6423	88 Kelly 2056	0
6424	- YouTube Magyar Királyi Honvédség - Holding Out For A Hero / Egy h Wehrmacht , SS and Hungarian Troops - 1944 , Carpathian Front ( HQ ) , 2.1 .	0
6425	S.S.	0
6426	Are you a  ?	0
6427	I lived by what is or was the Union 76 truckstop and the T/A truckstop off of Milliken Avenue exit on I-10 .	0
6428	There are many alternatives to adopting little mud babies.There is srrogate mothers and invitro fertilization are just two.If these are not financialy possile then wait till it is .	1
6429	I'm new to this so here it goes Looking for WP Girl in Ft.Worth Texas 18-35 That likes the Outdoors and partying E-Mail Address in profile	0
6430	 built the Pyramids and the White House .	0
6431	My Father taught me to shoot when I was 12 years old .	0
6432	At 17 years old , Travis Jones has been in front of a judge a few times before .	0
